"Gender" "Age" "Education" "Income" "PolInterest" "DemSat" "Vote" "UnderstandPol" "TrustGov"
"442" "2" "8" "5" "2" "2" "3" "2" "2" "3"
"443" "2" "8" "5" "1" "2" "2" "2" "2" "3"
"444" "2" "9" "3" "1" "3" "2" "2" "3" "3"
"445" "2" "8" "7" "4" "2" "2" "2" "2" "2"
"446" "2" "10" "3" "3" "2" "2" "2" "4" "4"
"447" "2" "10" "3" "5" "2" "3" "2" "4" "2"
"448" "2" "10" "3" "1" "2" "3" "2" "2" "2"
"449" "2" "10" "4" "1" "2" "3" "2" "2" "2"
"450" "2" "10" "7" "1" "2" "2" "2" "2" "2"
"451" "2" "10" "3" "1" "2" "1" "2" "3" "4"
"452" "2" "11" "3" "3" "1" "3" "2" "2" "4"
"453" "2" "10" "2" "1" "3" "3" "2" "2" "3"
"454" "2" "11" "1" "2" "1" "3" "2" "2" "2"
"455" "2" "12" "1" "1" "1" "3" "2" "1" "3"
"456" "1" "3" "9" "5" "3" "3" "2" "3" "2"
"457" "1" "2" "8" "4" "3" "3" "2" "2" "3"
"458" "1" "2" "8" "2" "3" "3" "1" "3" "2"
"459" "1" "3" "7" "2" "4" "3" "2" "3" "3"
"460" "1" "3" "8" "1" "2" "3" "1" "3" "3"
"461" "1" "3" "8" "1" "2" "3" "2" "2" "2"
"462" "1" "3" "8" "1" "3" "3" "2" "3" "3"
"463" "1" "2" "7" "5" "1" "2" "1" "2" "3"
"464" "1" "2" "8" "2" "2" "2" "2" "3" "4"
"465" "1" "3" "9" "1" "3" "2" "2" "3" "4"
"466" "1" "3" "7" "5" "2" "2" "1" "2" "3"
"467" "1" "4" "9" "2" "3" "3" "2" "3" "2"
"468" "1" "5" "9" "5" "2" "2" "2" "4" "3"
"469" "1" "4" "8" "2" "2" "2" "2" "4" "4"
"470" "1" "4" "8" "2" "2" "2" "2" "3" "3"
"471" "1" "4" "7" "2" "4" "2" "2" "3" "3"
"472" "1" "5" "7" "3" "2" "2" "2" "1" "2"
"473" "1" "4" "9" "5" "4" "1" "2" "3" "3"
"474" "1" "4" "6" "1" "2" "2" "2" "4" "4"
"475" "1" "5" "8" "2" "3" "3" "2" "2" "2"
"476" "1" "5" "7" "1" "2" "2" "1" "3" "4"
"477" "1" "5" "9" "1" "2" "3" "2" "2" "3"
"478" "1" "7" "9" "1" "2" "2" "2" "3" "4"
"479" "1" "7" "7" "2" "1" "3" "2" "4" "2"
"480" "1" "7" "7" "2" "2" "2" "2" "2" "3"
"481" "1" "7" "9" "3" "2" "2" "2" "3" "3"
"482" "1" "7" "7" "1" "3" "3" "2" "2" "3"
"483" "1" "6" "5" "3" "3" "2" "2" "3" "3"
"484" "1" "6" "9" "3" "3" "2" "2" "3" "3"
"485" "1" "7" "7" "1" "2" "2" "2" "2" "3"
"486" "1" "8" "7" "1" "2" "2" "1" "2" "3"
"487" "1" "9" "7" "3" "3" "3" "2" "2" "4"
"488" "1" "9" "7" "2" "2" "3" "2" "2" "2"
"489" "1" "9" "4" "5" "3" "3" "2" "1" "3"
"490" "1" "8" "7" "1" "2" "1" "2" "1" "3"
"491" "1" "10" "3" "1" "2" "2" "2" "2" "2"
"492" "1" "10" "3" "3" "3" "3" "2" "4" "4"
"493" "1" "10" "9" "2" "3" "3" "2" "2" "3"
"494" "1" "12" "9" "1" "3" "2" "2" "3" "4"
"495" "2" "3" "9" "3" "3" "2" "1" "2" "3"
"496" "2" "2" "8" "2" "2" "3" "2" "3" "3"
"497" "2" "2" "7" "2" "2" "3" "2" "3" "2"
"498" "2" "2" "7" "2" "2" "2" "1" "3" "2"
"499" "2" "3" "8" "4" "1" "3" "2" "1" "4"
"500" "2" "2" "8" "2" "2" "2" "1" "2" "2"
"501" "2" "3" "8" "2" "2" "2" "2" "2" "4"
"502" "2" "2" "8" "4" "3" "3" "1" "3" "2"
"503" "2" "2" "7" "5" "2" "2" "1" "2" "4"
"504" "2" "2" "8" "2" "3" "1" "1" "3" "3"
"505" "2" "3" "7" "3" "1" "2" "1" "2" "3"
"506" "2" "5" "8" "2" "3" "2" "2" "2" "3"
"507" "2" "4" "8" "2" "2" "2" "2" "2" "3"
"508" "2" "5" "7" "5" "2" "3" "1" "2" "2"
"509" "2" "5" "7" "2" "2" "2" "2" "2" "2"
"510" "2" "5" "7" "2" "3" "3" "2" "4" "3"
"511" "2" "5" "7" "1" "3" "2" "2" "3" "3"
"512" "2" "4" "9" "2" "2" "2" "2" "3" "3"
"513" "2" "5" "9" "2" "3" "2" "2" "3" "2"
"514" "2" "4" "7" "2" "1" "2" "1" "2" "4"
"515" "2" "5" "7" "1" "2" "3" "2" "4" "2"
"516" "2" "5" "5" "2" "2" "3" "2" "1" "4"
"517" "2" "6" "9" "1" "3" "2" "2" "2" "3"
"518" "2" "7" "7" "1" "3" "3" "2" "3" "2"
"519" "2" "7" "7" "1" "3" "2" "2" "3" "2"
"520" "2" "6" "7" "1" "3" "2" "2" "2" "3"
"521" "2" "6" "7" "2" "2" "2" "2" "3" "3"
"522" "2" "6" "6" "3" "3" "2" "2" "3" "3"
"523" "2" "7" "5" "1" "2" "2" "1" "3" "3"
"524" "2" "6" "7" "5" "2" "3" "2" "2" "3"
"525" "2" "7" "5" "3" "3" "3" "2" "2" "2"
"526" "2" "8" "5" "5" "1" "1" "2" "4" "4"
"527" "2" "8" "7" "2" "1" "2" "2" "2" "3"
"528" "2" "8" "5" "1" "3" "2" "2" "2" "3"
"529" "2" "9" "3" "5" "3" "3" "2" "4" "3"
"530" "2" "8" "6" "1" "3" "3" "2" "2" "2"
"531" "2" "10" "5" "2" "2" "3" "2" "4" "1"
"532" "2" "10" "3" "1" "3" "3" "2" "2" "4"
"533" "2" "10" "3" "1" "1" "2" "2" "1" "2"
"534" "2" "10" "1" "1" "2" "2" "2" "1" "2"
"535" "2" "11" "1" "1" "1" "3" "2" "4" "2"
"536" "2" "11" "5" "5" "3" "2" "2" "3" "3"
"537" "2" "10" "7" "2" "2" "3" "2" "3" "3"
"538" "1" "2" "8" "3" "3" "2" "2" "3" "2"
"539" "1" "3" "8" "3" "1" "3" "2" "3" "3"
"540" "1" "2" "7" "3" "1" "2" "2" "3" "4"
"541" "1" "4" "7" "3" "4" "2" "2" "3" "4"
"542" "1" "3" "7" "2" "1" "2" "2" "2" "2"
"543" "1" "3" "8" "3" "2" "2" "1" "2" "3"
"544" "1" "3" "7" "2" "4" "3" "2" "3" "3"
"545" "1" "3" "9" "5" "2" "3" "2" "3" "3"
"546" "1" "3" "8" "4" "1" "3" "2" "3" "3"
"547" "1" "3" "7" "2" "3" "2" "2" "4" "3"
"548" "1" "5" "9" "3" "3" "1" "2" "3" "3"
"549" "1" "4" "9" "2" "1" "3" "1" "4" "4"
"550" "1" "4" "7" "2" "1" "3" "1" "3" "3"
"551" "1" "5" "7" "2" "1" "3" "1" "3" "3"
"552" "1" "4" "7" "3" "3" "2" "1" "3" "3"
"553" "1" "4" "7" "2" "3" "2" "2" "3" "3"
"554" "1" "4" "9" "2" "3" "3" "2" "3" "3"
"555" "1" "4" "9" "4" "3" "2" "2" "4" "3"
"556" "1" "5" "9" "4" "2" "1" "2" "4" "4"
"557" "1" "4" "7" "3" "3" "2" "2" "3" "4"
"558" "1" "4" "7" "2" "2" "3" "1" "3" "3"
"559" "1" "7" "7" "3" "2" "2" "2" "4" "4"
"560" "1" "6" "9" "4" "1" "3" "2" "4" "3"
"561" "1" "7" "7" "3" "2" "3" "2" "2" "2"
"562" "1" "6" "9" "4" "1" "3" "2" "3" "2"
"563" "1" "6" "7" "4" "3" "3" "2" "4" "3"
"564" "1" "6" "7" "3" "2" "3" "2" "3" "2"
"565" "1" "7" "7" "4" "2" "3" "2" "3" "4"
"566" "1" "7" "7" "2" "3" "2" "2" "2" "3"
"567" "1" "7" "9" "5" "4" "3" "2" "3" "3"
"568" "1" "6" "8" "2" "4" "2" "2" "3" "4"
"569" "1" "8" "9" "3" "2" "2" "2" "3" "4"
"570" "1" "8" "7" "4" "2" "3" "2" "3" "3"
"571" "1" "8" "7" "3" "1" "3" "2" "3" "2"
"572" "1" "9" "5" "2" "3" "2" "2" "3" "2"
"573" "1" "10" "5" "2" "3" "3" "2" "4" "4"
"574" "1" "10" "5" "2" "3" "2" "2" "4" "3"
"575" "1" "10" "3" "1" "1" "3" "2" "4" "2"
"576" "1" "10" "5" "2" "2" "3" "2" "3" "3"
"577" "2" "3" "7" "2" "1" "2" "2" "3" "3"
"578" "2" "2" "8" "2" "3" "2" "1" "3" "4"
"579" "2" "3" "7" "4" "1" "3" "2" "3" "3"
"580" "2" "3" "7" "2" "1" "3" "1" "3" "4"
"581" "2" "3" "7" "2" "1" "3" "2" "2" "2"
"582" "2" "3" "7" "2" "1" "3" "2" "2" "2"
"583" "2" "3" "7" "3" "1" "3" "2" "2" "2"
"584" "2" "3" "7" "3" "1" "3" "2" "4" "2"
"585" "2" "3" "9" "3" "1" "3" "2" "3" "3"
"586" "2" "2" "8" "3" "3" "2" "2" "4" "3"
"587" "2" "4" "7" "2" "2" "2" "2" "4" "4"
"588" "2" "5" "8" "2" "1" "3" "2" "4" "4"
"589" "2" "4" "9" "3" "3" "2" "2" "3" "2"
"590" "2" "5" "9" "4" "3" "3" "2" "3" "4"
"591" "2" "5" "9" "3" "2" "2" "2" "3" "3"
"592" "2" "5" "7" "2" "1" "3" "2" "3" "2"
"593" "2" "5" "9" "2" "1" "3" "2" "3" "2"
"594" "2" "5" "7" "4" "1" "3" "2" "4" "3"
"595" "2" "5" "8" "2" "4" "3" "1" "4" "3"
"596" "2" "5" "7" "4" "1" "3" "2" "3" "3"
"597" "2" "5" "9" "3" "2" "2" "2" "4" "3"
"598" "2" "6" "7" "1" "1" "2" "1" "3" "3"
"599" "2" "6" "7" "2" "1" "2" "1" "4" "3"
"600" "2" "7" "7" "3" "1" "3" "2" "4" "4"
"601" "2" "6" "9" "3" "2" "2" "2" "3" "3"
"602" "2" "7" "9" "4" "1" "3" "2" "2" "2"
"603" "2" "6" "7" "2" "2" "2" "2" "2" "4"
"604" "2" "7" "7" "3" "1" "3" "2" "3" "3"
"605" "2" "7" "7" "3" "2" "2" "2" "4" "2"
"606" "2" "7" "7" "3" "2" "2" "1" "3" "3"
"607" "2" "9" "5" "2" "1" "3" "2" "4" "2"
"608" "2" "8" "7" "2" "1" "3" "2" "2" "2"
"609" "2" "8" "7" "2" "2" "2" "2" "3" "4"
"610" "2" "8" "7" "3" "1" "3" "2" "3" "2"
"611" "2" "10" "3" "2" "2" "2" "2" "3" "4"
"612" "2" "10" "4" "2" "1" "3" "2" "2" "3"
"613" "2" "10" "2" "2" "2" "2" "2" "3" "3"
"614" "2" "10" "3" "1" "2" "2" "2" "3" "3"
"615" "2" "11" "3" "2" "1" "3" "2" "3" "3"
"616" "2" "10" "3" "2" "1" "3" "2" "3" "3"
"617" "1" "2" "8" "3" "2" "3" "2" "4" "2"
"618" "1" "3" "9" "2" "3" "3" "2" "3" "3"
"619" "1" "3" "9" "4" "3" "3" "2" "2" "1"
"620" "1" "3" "9" "5" "2" "3" "2" "3" "2"
"621" "1" "3" "7" "1" "2" "3" "2" "3" "3"
"622" "1" "3" "9" "1" "2" "3" "2" "3" "3"
"623" "1" "4" "8" "3" "3" "3" "2" "3" "3"
"624" "1" "4" "7" "3" "3" "3" "2" "2" "3"
"625" "1" "5" "7" "1" "2" "3" "2" "2" "2"
"626" "1" "5" "7" "3" "3" "3" "2" "2" "4"
"627" "1" "5" "9" "3" "2" "3" "2" "2" "3"
"628" "1" "5" "7" "3" "2" "3" "1" "3" "1"
"629" "1" "6" "9" "3" "4" "3" "2" "2" "2"
"630" "1" "6" "9" "4" "4" "3" "2" "2" "2"
"631" "1" "6" "9" "2" "3" "3" "2" "3" "3"
"632" "1" "7" "7" "5" "3" "3" "2" "2" "1"
"633" "1" "8" "9" "3" "2" "3" "1" "3" "3"
"634" "1" "8" "7" "2" "3" "3" "2" "3" "3"
"635" "1" "8" "8" "2" "2" "3" "2" "3" "3"
"636" "1" "10" "3" "3" "3" "3" "2" "2" "2"
"637" "1" "11" "5" "5" "1" "3" "2" "1" "2"
"638" "2" "2" "8" "5" "1" "2" "1" "3" "3"
"639" "2" "2" "8" "1" "3" "3" "2" "3" "3"
"640" "2" "3" "8" "2" "2" "3" "2" "2" "2"
"641" "2" "3" "7" "3" "3" "3" "2" "1" "4"
"642" "2" "3" "7" "1" "3" "3" "2" "3" "2"
"643" "2" "3" "7" "1" "2" "3" "2" "2" "2"
"644" "2" "4" "8" "4" "2" "2" "2" "3" "3"
"645" "2" "5" "8" "2" "2" "3" "2" "3" "2"
"646" "2" "5" "7" "4" "2" "3" "2" "3" "3"
"647" "2" "5" "9" "3" "2" "3" "2" "2" "3"
"648" "2" "5" "7" "4" "1" "2" "2" "2" "3"
"649" "2" "5" "7" "2" "2" "3" "2" "3" "3"
"650" "2" "6" "7" "2" "3" "3" "2" "3" "2"
"651" "2" "7" "7" "2" "3" "3" "2" "3" "4"
"652" "2" "7" "7" "5" "3" "3" "2" "3" "2"
"653" "2" "7" "7" "2" "2" "3" "2" "4" "2"
"654" "2" "8" "5" "3" "2" "3" "2" "2" "3"
"655" "2" "8" "7" "2" "1" "3" "2" "2" "3"
"656" "2" "10" "2" "3" "2" "3" "1" "3" "2"
"657" "2" "10" "3" "1" "2" "3" "2" "2" "3"
"658" "2" "10" "5" "5" "3" "3" "2" "4" "2"
"659" "1" "2" "8" "2" "1" "3" "2" "2" "3"
"660" "1" "3" "9" "3" "2" "3" "1" "1" "3"
"661" "1" "2" "7" "5" "3" "2" "2" "1" "3"
"662" "1" "3" "7" "2" "1" "3" "1" "3" "3"
"663" "1" "2" "8" "2" "3" "2" "2" "3" "3"
"664" "1" "3" "7" "1" "2" "2" "1" "2" "4"
"665" "1" "4" "7" "1" "3" "3" "2" "2" "4"
"666" "1" "4" "7" "1" "2" "4" "1" "2" "3"
"667" "1" "5" "7" "2" "3" "2" "2" "3" "4"
"668" "1" "4" "7" "5" "2" "3" "2" "3" "3"
"669" "1" "5" "7" "2" "3" "2" "2" "2" "2"
"670" "1" "5" "9" "2" "2" "3" "2" "3" "4"
"671" "1" "6" "9" "2" "2" "2" "1" "2" "3"
"672" "1" "7" "7" "3" "3" "3" "2" "1" "1"
"673" "1" "6" "7" "2" "3" "2" "2" "2" "3"
"674" "1" "6" "8" "2" "4" "3" "2" "3" "3"
"675" "1" "7" "3" "2" "1" "3" "1" "3" "4"
"676" "1" "8" "7" "5" "4" "2" "2" "3" "4"
"677" "1" "9" "7" "1" "2" "2" "2" "2" "2"
"678" "1" "9" "7" "1" "1" "3" "2" "3" "4"
"679" "1" "10" "9" "5" "3" "3" "2" "3" "2"
"680" "1" "12" "3" "2" "1" "1" "2" "4" "4"
"681" "2" "2" "8" "2" "1" "2" "1" "3" "4"
"682" "2" "2" "7" "2" "3" "3" "1" "2" "3"
"683" "2" "3" "9" "4" "2" "2" "2" "3" "4"
"684" "2" "3" "7" "3" "3" "2" "2" "4" "3"
"685" "2" "2" "8" "5" "2" "2" "2" "2" "4"
"686" "2" "4" "7" "2" "1" "3" "2" "4" "2"
"687" "2" "5" "7" "1" "2" "3" "2" "2" "3"
"688" "2" "5" "9" "1" "3" "3" "2" "1" "2"
"689" "2" "4" "7" "5" "2" "2" "2" "4" "2"
"690" "2" "5" "9" "3" "3" "2" "2" "3" "2"
"691" "2" "4" "7" "2" "2" "3" "2" "2" "4"
"692" "2" "6" "7" "2" "2" "2" "2" "3" "4"
"693" "2" "6" "7" "2" "2" "3" "2" "3" "2"
"694" "2" "6" "7" "3" "3" "2" "2" "3" "2"
"695" "2" "7" "7" "2" "2" "2" "2" "2" "3"
"696" "2" "7" "7" "2" "3" "1" "2" "3" "4"
"697" "2" "9" "7" "3" "3" "2" "2" "1" "4"
"698" "2" "8" "7" "1" "3" "2" "2" "2" "3"
"699" "2" "10" "9" "2" "3" "3" "2" "2" "3"
"700" "2" "10" "3" "3" "1" "2" "2" "3" "4"
"701" "2" "10" "3" "2" "1" "2" "2" "2" "4"
"702" "1" "2" "7" "2" "2" "3" "2" "2" "2"
"703" "1" "2" "8" "2" "2" "3" "1" "3" "3"
"704" "1" "2" "8" "2" "2" "2" "2" "3" "2"
"705" "1" "2" "7" "1" "2" "3" "1" "2" "2"
"706" "1" "2" "8" "3" "3" "3" "1" "2" "4"
"707" "1" "5" "7" "1" "4" "3" "2" "3" "3"
"708" "1" "4" "7" "3" "3" "3" "2" "2" "3"
"709" "1" "5" "7" "1" "3" "3" "2" "3" "4"
"710" "1" "4" "9" "2" "3" "1" "2" "2" "2"
"711" "1" "4" "7" "1" "1" "3" "1" "1" "3"
"712" "1" "6" "9" "1" "3" "3" "2" "2" "3"
"713" "1" "6" "7" "1" "2" "2" "2" "3" "2"
"714" "1" "6" "9" "4" "3" "2" "2" "4" "4"
"715" "1" "6" "9" "3" "3" "2" "2" "2" "3"
"716" "1" "8" "7" "1" "1" "3" "2" "2" "3"
"717" "1" "8" "7" "4" "3" "2" "2" "3" "3"
"718" "1" "10" "3" "1" "2" "2" "2" "2" "2"
"719" "2" "2" "8" "2" "2" "3" "1" "3" "2"
"720" "2" "2" "8" "1" "2" "2" "2" "3" "4"
"721" "2" "3" "9" "3" "3" "3" "2" "3" "3"
"722" "2" "3" "8" "5" "2" "2" "1" "2" "3"
"723" "2" "5" "9" "3" "2" "2" "2" "2" "3"
"724" "2" "4" "7" "5" "1" "1" "2" "3" "3"
"725" "2" "5" "7" "2" "1" "3" "2" "3" "3"
"726" "2" "5" "7" "3" "3" "3" "1" "3" "3"
"727" "2" "5" "6" "1" "3" "3" "2" "2" "2"
"728" "2" "6" "7" "5" "2" "2" "2" "2" "3"
"729" "2" "7" "3" "1" "2" "2" "1" "3" "3"
"730" "2" "7" "9" "3" "3" "3" "2" "2" "3"
"731" "2" "8" "7" "2" "2" "2" "1" "2" "3"
"732" "2" "8" "7" "2" "3" "3" "2" "2" "3"
"733" "2" "10" "5" "3" "1" "3" "2" "1" "3"
"734" "2" "10" "2" "2" "1" "3" "2" "2" "2"
"735" "1" "3" "7" "2" "2" "3" "2" "4" "3"
"736" "1" "3" "9" "2" "4" "2" "2" "2" "3"
"737" "1" "2" "7" "2" "1" "2" "1" "4" "3"
"738" "1" "3" "9" "2" "2" "1" "2" "3" "3"
"739" "1" "2" "8" "3" "2" "2" "1" "4" "3"
"740" "1" "2" "8" "3" "1" "2" "2" "2" "3"
"741" "1" "2" "9" "3" "3" "3" "2" "2" "2"
"742" "1" "3" "8" "2" "2" "2" "2" "2" "4"
"743" "1" "3" "7" "2" "3" "3" "2" "2" "3"
"744" "1" "3" "7" "3" "3" "2" "2" "3" "1"
"745" "1" "2" "8" "3" "2" "3" "1" "3" "3"
"746" "1" "3" "9" "2" "3" "3" "1" "2" "4"
"747" "1" "3" "9" "3" "2" "2" "2" "3" "3"
"748" "1" "3" "7" "2" "2" "2" "2" "2" "3"
"749" "1" "3" "7" "2" "2" "2" "2" "3" "3"
"750" "1" "3" "7" "3" "1" "3" "2" "2" "3"
"751" "1" "2" "8" "5" "2" "2" "2" "2" "3"
"752" "1" "3" "8" "3" "2" "2" "2" "2" "2"
"753" "1" "2" "8" "2" "1" "3" "2" "3" "3"
"754" "1" "3" "9" "3" "3" "2" "2" "2" "3"
"755" "1" "3" "7" "3" "2" "3" "1" "3" "2"
"756" "1" "2" "8" "3" "2" "3" "2" "2" "2"
"757" "1" "3" "7" "2" "3" "3" "2" "3" "4"
"758" "1" "3" "8" "2" "3" "3" "2" "2" "4"
"759" "1" "3" "8" "3" "3" "3" "2" "3" "2"
"760" "1" "3" "7" "2" "2" "2" "1" "3" "3"
"761" "1" "3" "8" "3" "1" "3" "1" "3" "3"
"762" "1" "3" "8" "3" "2" "2" "1" "3" "2"
"763" "1" "3" "7" "2" "3" "2" "1" "1" "2"
"764" "1" "4" "7" "2" "3" "2" "2" "2" "2"
"765" "1" "4" "7" "1" "2" "1" "2" "3" "3"
"766" "1" "4" "8" "4" "4" "2" "2" "3" "2"
"767" "1" "5" "9" "3" "3" "3" "2" "3" "3"
"768" "1" "4" "9" "1" "3" "2" "2" "3" "3"
"769" "1" "4" "7" "2" "4" "3" "1" "2" "3"
"770" "1" "5" "7" "1" "4" "3" "1" "2" "2"
"771" "1" "4" "6" "1" "2" "3" "2" "2" "3"
"772" "1" "4" "9" "2" "1" "3" "1" "4" "3"
"773" "1" "4" "7" "2" "2" "2" "2" "2" "3"
"774" "1" "5" "8" "3" "1" "2" "2" "2" "3"
"775" "1" "5" "9" "2" "2" "2" "1" "2" "3"
"776" "1" "5" "9" "2" "1" "2" "2" "2" "3"
"777" "1" "5" "9" "2" "2" "2" "2" "2" "3"
"778" "1" "5" "9" "2" "1" "2" "2" "2" "3"
"779" "1" "4" "9" "2" "1" "2" "2" "2" "3"
"780" "1" "5" "9" "2" "1" "3" "2" "4" "3"
"781" "1" "5" "7" "2" "3" "2" "2" "2" "3"
"782" "1" "5" "8" "3" "2" "2" "1" "3" "3"
"783" "1" "5" "9" "2" "2" "3" "2" "2" "3"
"784" "1" "5" "9" "2" "3" "2" "1" "4" "2"
"785" "1" "5" "9" "2" "2" "2" "2" "3" "3"
"786" "1" "4" "7" "1" "1" "2" "1" "3" "3"
"787" "1" "4" "9" "2" "3" "3" "2" "2" "3"
"788" "1" "5" "9" "2" "3" "3" "2" "3" "3"
"789" "1" "4" "9" "2" "3" "3" "2" "3" "3"
"790" "1" "4" "9" "2" "4" "3" "2" "3" "3"
"791" "1" "4" "8" "1" "2" "3" "2" "2" "2"
"792" "1" "4" "7" "2" "2" "3" "2" "2" "2"
"793" "1" "5" "7" "3" "3" "3" "2" "3" "3"
"794" "1" "5" "7" "2" "3" "3" "2" "2" "3"
"795" "1" "5" "8" "2" "3" "3" "2" "2" "3"
"796" "1" "4" "8" "2" "1" "3" "2" "2" "2"
"797" "1" "5" "7" "2" "3" "3" "2" "3" "2"
"798" "1" "4" "7" "2" "3" "2" "2" "3" "3"
"799" "1" "4" "8" "3" "3" "2" "2" "4" "4"
"800" "1" "4" "7" "3" "3" "3" "2" "2" "2"
"801" "1" "5" "7" "1" "2" "3" "2" "2" "3"
"802" "1" "6" "7" "2" "3" "3" "2" "3" "2"
"803" "1" "5" "8" "3" "3" "2" "2" "4" "3"
"804" "1" "6" "9" "3" "2" "2" "2" "3" "2"
"805" "1" "6" "9" "1" "3" "2" "2" "4" "4"
"806" "1" "7" "7" "2" "2" "2" "2" "4" "2"
"807" "1" "7" "9" "3" "3" "3" "2" "3" "3"
"808" "1" "7" "9" "3" "3" "2" "2" "3" "3"
"809" "1" "6" "7" "2" "2" "3" "2" "2" "3"
"810" "1" "7" "7" "3" "3" "3" "2" "3" "4"
"811" "1" "7" "7" "3" "3" "3" "2" "3" "3"
"812" "1" "6" "10" "3" "3" "3" "2" "4" "3"
"813" "1" "7" "9" "3" "1" "3" "2" "2" "3"
"814" "1" "7" "9" "3" "1" "3" "2" "2" "3"
"815" "1" "7" "9" "3" "2" "3" "2" "2" "3"
"816" "1" "7" "9" "3" "1" "2" "2" "2" "3"
"817" "1" "6" "9" "2" "2" "3" "2" "2" "3"
"818" "1" "6" "9" "3" "1" "3" "2" "2" "2"
"819" "1" "7" "7" "2" "3" "2" "2" "3" "3"
"820" "1" "7" "7" "3" "3" "2" "2" "3" "3"
"821" "1" "6" "9" "3" "3" "3" "2" "3" "4"
"822" "1" "7" "7" "2" "3" "3" "2" "2" "3"
"823" "1" "7" "8" "3" "2" "3" "2" "3" "3"
"824" "1" "6" "7" "4" "2" "3" "2" "3" "2"
"825" "1" "7" "9" "3" "1" "3" "2" "2" "2"
"826" "1" "6" "7" "2" "3" "3" "2" "4" "3"
"827" "1" "6" "9" "4" "4" "3" "2" "3" "3"
"828" "1" "6" "7" "2" "2" "2" "1" "3" "3"
"829" "1" "7" "7" "2" "3" "2" "2" "3" "3"
"830" "1" "6" "7" "2" "2" "3" "2" "2" "2"
"831" "1" "6" "7" "1" "2" "3" "2" "2" "3"
"832" "1" "7" "7" "2" "3" "2" "2" "4" "3"
"833" "1" "6" "9" "2" "3" "4" "2" "2" "4"
"834" "1" "7" "7" "3" "3" "2" "2" "2" "3"
"835" "1" "9" "3" "2" "3" "3" "2" "2" "2"
"836" "1" "9" "4" "1" "2" "2" "1" "2" "3"
"837" "1" "8" "7" "2" "2" "2" "2" "2" "3"
"838" "1" "9" "5" "3" "4" "2" "2" "3" "2"
"839" "1" "8" "8" "4" "3" "3" "2" "2" "2"
"840" "1" "8" "9" "3" "2" "3" "2" "2" "3"
"841" "1" "8" "7" "3" "1" "3" "2" "2" "2"
"842" "1" "8" "7" "4" "3" "3" "2" "3" "3"
"843" "1" "8" "9" "4" "3" "3" "2" "3" "3"
"844" "1" "9" "9" "3" "4" "2" "2" "2" "4"
"845" "1" "8" "6" "2" "3" "2" "2" "3" "4"
"846" "1" "9" "7" "3" "3" "3" "2" "3" "2"
"847" "1" "8" "5" "1" "4" "2" "2" "3" "4"
"848" "1" "9" "5" "2" "3" "2" "2" "4" "2"
"849" "1" "10" "7" "1" "2" "2" "2" "4" "2"
"850" "1" "10" "1" "3" "1" "3" "2" "4" "4"
"851" "1" "10" "9" "3" "3" "3" "2" "3" "2"
"852" "1" "10" "7" "2" "3" "2" "2" "2" "3"
"853" "1" "10" "3" "1" "2" "3" "2" "3" "3"
"854" "1" "10" "7" "3" "2" "3" "2" "3" "2"
"855" "1" "10" "7" "3" "3" "3" "2" "3" "3"
"856" "1" "10" "3" "3" "2" "2" "1" "3" "4"
"857" "1" "10" "7" "2" "3" "2" "2" "3" "2"
"858" "1" "10" "7" "4" "3" "2" "2" "2" "4"
"859" "1" "11" "5" "4" "2" "3" "2" "2" "3"
"860" "1" "12" "9" "1" "4" "3" "1" "2" "3"
"861" "1" "12" "5" "2" "3" "3" "2" "2" "2"
"862" "2" "4" "7" "2" "1" "3" "2" "3" "3"
"863" "2" "3" "7" "2" "1" "2" "2" "2" "3"
"864" "2" "2" "8" "3" "1" "2" "1" "4" "2"
"865" "2" "3" "8" "4" "1" "2" "2" "4" "4"
"866" "2" "2" "7" "1" "3" "3" "1" "2" "3"
"867" "2" "2" "8" "3" "2" "2" "2" "3" "1"
"868" "2" "3" "8" "4" "4" "2" "2" "4" "2"
"869" "2" "2" "8" "3" "2" "3" "1" "2" "2"
"870" "2" "3" "8" "3" "4" "3" "2" "3" "3"
"871" "2" "2" "8" "4" "3" "3" "2" "3" "3"
"872" "2" "3" "7" "1" "3" "3" "1" "4" "3"
"873" "2" "2" "9" "1" "4" "3" "2" "3" "2"
"874" "2" "2" "8" "3" "1" "3" "2" "2" "3"
"875" "2" "2" "8" "3" "1" "3" "1" "2" "3"
"876" "2" "2" "8" "2" "1" "3" "1" "2" "3"
"877" "2" "3" "7" "2" "2" "3" "2" "2" "3"
"878" "2" "2" "8" "4" "2" "2" "2" "3" "2"
"879" "2" "3" "7" "3" "2" "2" "2" "2" "3"
"880" "2" "3" "9" "4" "1" "3" "2" "2" "3"
"881" "2" "3" "9" "4" "2" "3" "2" "2" "2"
"882" "2" "3" "9" "4" "2" "3" "1" "4" "3"
"883" "2" "3" "8" "2" "2" "3" "2" "2" "2"
"884" "2" "3" "7" "2" "4" "3" "2" "3" "3"
"885" "2" "3" "9" "3" "1" "3" "2" "4" "3"
"886" "2" "3" "8" "3" "1" "3" "1" "2" "3"
"887" "2" "3" "7" "3" "3" "2" "2" "4" "2"
"888" "2" "3" "8" "3" "1" "3" "1" "2" "2"
"889" "2" "4" "7" "1" "1" "3" "1" "2" "2"
"890" "2" "2" "8" "2" "1" "2" "1" "3" "3"
